looptime,ax,ay,az,gx,gy,gz,baro_temp,baro_pressure
615976,-0.09,-0.06,-1.02,-0.01,0.14,-0.13,30.27,96722.53
616012,-0.08,-0.06,-1.02,0.24,0.11,-0.12,30.27,96725.85
616049,-0.09,-0.06,-1.02,0.12,-0.03,-0.04,30.27,96725.85
616088,-0.08,-0.06,-1.01,0.3,0.12,-0.04,30.27,96723.53
616125,-0.08,-0.05,-1.02,0.28,0.35,0.02,30.27,96723.53
616162,-0.08,-0.05,-1.02,0.35,-0.18,0.07,30.27,96723.36
616215,-0.08,-0.05,-1.02,0.18,0.11,0.02,30.27,96723.56
616254,-0.08,-0.06,-1.02,0.22,0.06,-0.12,30.27,96723.56
616295,-0.08,-0.05,-1.02,0.27,0.06,-0.27,30.27,96721.53
616333,-0.08,-0.05,-1.02,0.42,0.17,-0.07,30.27,96721.53
616371,-0.08,-0.05,-1.02,0.07,0.18,-0.04,30.27,96722.73
616409,-0.08,-0.06,-1.02,0.09,0.12,0.19,30.27,96724.03
616446,-0.08,-0.06,-1.02,0.13,0.29,-0.24,30.27,96724.03
616483,-0.08,-0.06,-1.02,0.18,-0.26,-0.01,30.27,96723.36
616520,-0.08,-0.06,-1.02,0.38,-0.11,-0.03,30.27,96723.36
616557,-0.08,-0.05,-1.01,0.09,0.12,-0.07,30.27,96725.66
616599,-0.08,-0.05,-1.01,0.28,0.15,-0.06,30.27,96725.66
616636,-0.08,-0.06,-1.02,0.06,-0.08,-0.23,30.27,96726.68
616671,-0.08,-0.05,-1.02,0.18,0.18,0.03,30.28,96725.45
616709,-0.08,-0.06,-1.02,0.39,0.25,-0.35,30.28,96725.45
616747,-0.08,-0.05,-1.02,0.12,0.12,0,30.27,96723.89
616783,-0.08,-0.05,-1.02,0.3,0.09,-0.12,30.27,96723.89
616818,-0.08,-0.06,-1.02,0.27,-0.06,0.17,30.27,96725.55
616856,-0.08,-0.06,-1.02,0.24,-0.11,0.07,30.27,96725.55
616894,-0.09,-0.06,-1.02,0.28,0.05,0.11,30.27,96722.86
616934,-0.09,-0.05,-1.02,0.1,0.14,-0.19,30.27,96720.21
616970,-0.08,-0.05,-1.02,0.32,0,-0.12,30.27,96720.21
617009,-0.08,-0.06,-1.02,0.13,0.05,-0.19,30.27,96723.23
617047,-0.08,-0.06,-1.01,0.18,0.05,-0.24,30.27,96723.23
617082,-0.08,-0.06,-1.02,0.1,0.2,0.03,30.27,96722.73
617117,-0.08,-0.06,-1.02,0.19,0.08,-0.04,30.27,96722.73
617156,-0.09,-0.05,-1.01,0.24,-0.18,-0.01,30.27,96724.56
617194,-0.08,-0.05,-1.01,0.09,-0.04,0.14,30.27,96722.73
617234,-0.08,-0.06,-1.02,0.21,-0.01,-0.06,30.27,96722.73
617271,-0.08,-0.05,-1.01,0.12,0.03,-0.03,30.27,96724.25
617309,-0.08,-0.06,-1.02,0.32,-0.01,0.02,30.27,96724.25
617346,-0.08,-0.06,-1.02,0.24,0.14,0.17,30.27,96722.24
617381,-0.08,-0.06,-1.02,0.06,0,0.02,30.27,96722.24
617418,-0.08,-0.06,-1.02,0.24,-0.01,0.14,30.27,96721.27
617456,-0.08,-0.06,-1.03,0.33,0.17,-0.41,30.27,96723.76
617493,-0.08,-0.06,-1.02,0.18,-0.01,-0.12,30.27,96723.76
617529,-0.08,-0.06,-1.02,0.19,0.21,-0.03,30.27,96720.74
617584,-0.08,-0.06,-1.02,0.12,-0.2,-0.06,30.27,96720.74
617620,-0.08,-0.06,-1.02,0.39,0.05,0.07,30.27,96721.03
617656,-0.08,-0.06,-1.02,0.41,0.15,0.17,30.27,96723.56
617695,-0.08,-0.05,-1.02,0.24,0.12,0,30.27,96723.56
617734,-0.08,-0.05,-1.02,0.09,0.02,-0.27,30.27,96723.89
617769,-0.08,-0.06,-1.02,0.21,-0.14,0.05,30.27,96723.89
617805,-0.08,-0.05,-1.02,0.33,-0.01,-0.27,30.27,96723.5
617844,-0.08,-0.05,-1.02,0.13,-0.08,0.26,30.27,96723.5
617885,-0.08,-0.06,-1.02,0.27,0.25,-0.04,30.27,96724.22
617921,-0.08,-0.05,-1.02,0.33,0.06,-0.1,30.27,96725.39
617958,-0.08,-0.06,-1.02,0.1,0.03,0.2,30.27,96725.39
617996,-0.08,-0.05,-1.01,-0.14,0.05,0,30.27,96721.4
618033,-0.08,-0.06,-1.02,0.06,0.08,-0.01,30.27,96721.4
618068,-0.08,-0.05,-1.02,0.12,0.18,-0.1,30.27,96723.1
618105,-0.08,-0.06,-1.02,0.07,0.11,-0.12,30.27,96723.1
618144,-0.08,-0.06,-1.02,0.09,0.03,-0.15,30.28,96724.46
618181,-0.08,-0.06,-1.02,0.38,-0.03,-0.12,30.27,96723.1
618221,-0.08,-0.06,-1.02,0.21,0.47,0.23,30.27,96723.1
618258,-0.08,-0.06,-1.02,0.15,0.14,-0.03,30.27,96722.36
618296,-0.08,-0.06,-1.02,0.06,0.08,0.02,30.27,96722.36
618332,-0.08,-0.05,-1.02,0.25,0.06,0.11,30.27,96723.69
618370,-0.08,-0.06,-1.02,0.04,-0.14,-0.26,30.27,96723.69
618406,-0.08,-0.05,-1.02,-0.07,0.15,-0.09,30.27,96723.92
618443,-0.09,-0.06,-1.02,0.42,0.41,-0.26,30.27,96724.25
618480,-0.08,-0.05,-1.02,0.19,0.34,0.02,30.27,96724.25
618522,-0.08,-0.06,-1.02,0.24,-0.03,-0.24,30.27,96723.92
618557,-0.08,-0.05,-1.02,0.18,0.05,-0.03,30.27,96723.92
618594,-0.09,-0.06,-1.02,0.27,0.11,-0.21,30.27,96722.76
618633,-0.08,-0.05,-1.02,0.07,-0.14,-0.19,30.27,96722.76
618670,-0.08,-0.05,-1.01,-0.05,0.06,-0.01,30.27,96723.07
618705,-0.08,-0.06,-1.02,-0.02,0.12,-0.03,30.28,96723.66
618742,-0.08,-0.06,-1.01,0.03,0.21,-0.24,30.28,96723.66
618780,-0.08,-0.05,-1.02,-0.1,0.03,-0.03,30.27,96721.57
618817,-0.08,-0.05,-1.02,-0.05,-0.03,-0.19,30.27,96721.57
618856,-0.08,-0.06,-1.02,0.25,0.17,-0.24,30.27,96720.6
618896,-0.08,-0.05,-1.02,0.41,0.08,-0.3,30.27,96721.1
618934,-0.08,-0.06,-1.02,0.18,0.05,-0.15,30.27,96721.1
618970,-0.08,-0.06,-1.02,0.35,0.15,-0.01,30.28,96726.28
619005,-0.09,-0.06,-1.02,-0.07,-0.21,0,30.28,96726.28
619044,-0.08,-0.06,-1.02,-0.01,-0.17,-0.04,30.27,96723.92
619082,-0.08,-0.05,-1.02,0.15,-0.03,0,30.27,96723.92
619117,-0.08,-0.06,-1.02,0.1,0.08,-0.06,30.28,96722.96
619158,-0.08,-0.05,-1.02,0.21,-0.03,0.03,30.28,96720.47
619196,-0.08,-0.06,-1.02,0.09,0.09,-0.1,30.27,96720.1
619234,-0.08,-0.05,-1.02,0.36,-0.14,-0.12,30.28,96723.13
619274,-0.08,-0.06,-1.02,0.36,0.26,-0.09,30.28,96723.13
619310,-0.08,-0.06,-1.02,0.13,0.35,-0.19,30.27,96722.24
619346,-0.08,-0.06,-1.02,0.09,-0.11,-0.07,30.27,96722.24
619385,-0.08,-0.05,-1.01,-0.01,0.14,0.03,30.27,96721.77
619422,-0.08,-0.05,-1.02,0.12,0.17,-0.04,30.27,96722.92
619457,-0.08,-0.05,-1.02,0.16,0.12,0.11,30.27,96722.92
619500,-0.08,-0.06,-1.02,0.35,0.08,-0.06,30.27,96723.76
619538,-0.08,-0.06,-1.02,0.16,-0.09,-0.12,30.27,96723.76
619573,-0.09,-0.05,-1.02,-0.05,0.06,-0.12,30.28,96721.63
619609,-0.08,-0.06,-1.02,0.06,0.03,0.14,30.28,96721.63
619648,-0.08,-0.06,-1.02,0.19,0.11,-0.09,30.28,96724.13
619685,-0.08,-0.06,-1.01,0.1,-0.11,-0.04,30.28,96723.13
619721,-0.08,-0.05,-1.02,0.22,-0.11,-0.24,30.28,96723.13
619756,-0.08,-0.06,-1.02,-0.22,-0.04,-0.12,30.28,96723.29
619800,-0.08,-0.05,-1.03,0.07,0,-0.03,30.28,96723.29
619837,-0.08,-0.06,-1.01,0.19,0.09,-0.07,30.27,96721.43
619873,-0.08,-0.05,-1.01,0.27,0.12,0.05,30.27,96721.43
619910,-0.08,-0.06,-1.02,0.04,0.14,0.1,30.27,96722.27
619948,-0.08,-0.06,-1.02,0.47,-0.09,-0.35,30.28,96723.82
619984,-0.08,-0.06,-1.02,0.38,0.11,-0.07,30.28,96723.82
620020,-0.08,-0.05,-1.02,0.13,0,0.07,30.28,96720.3
620057,-0.08,-0.06,-1.02,0.35,0.12,-0.24,30.28,96720.3
620095,-0.08,-0.06,-1.02,0.28,-0.03,0.11,30.28,96723.85
620136,-0.08,-0.05,-1.02,0.13,0.02,-0.18,30.28,96723.85
620174,-0.09,-0.06,-1.02,0.53,0.21,0.1,30.28,96724.13
620211,-0.08,-0.06,-1.02,0.1,-0.06,-0.19,30.28,96721.13
620248,-0.08,-0.06,-1.02,0.35,0.14,0.05,30.28,96721.13
620284,-0.08,-0.06,-1.02,0.04,-0.12,-0.07,30.28,96722.46
620324,-0.08,-0.06,-1.02,0.42,0.18,-0.07,30.28,96722.46
620378,-0.08,-0.06,-1.02,0.36,0.23,-0.01,30.27,96721.27
620416,-0.09,-0.05,-1.02,0.01,-0.12,-0.15,30.28,96723.29
620459,-0.08,-0.05,-1.02,0.25,0,0.1,30.28,96723.29
620495,-0.09,-0.05,-1.02,0.28,-0.08,-0.16,30.28,96722.66
620531,-0.08,-0.06,-1.02,0.16,-0.15,-0.23,30.28,96722.66
620569,-0.08,-0.06,-1.02,0.01,-0.3,-0.18,30.27,96722.92
620608,-0.08,-0.06,-1.02,0.12,0.09,0,30.28,96723.69
620645,-0.08,-0.06,-1.02,0.44,-0.03,0.02,30.28,96723.69
620681,-0.08,-0.05,-1.02,0.33,-0.08,0.16,30.28,96724.65
620718,-0.08,-0.05,-1.02,0.5,0.11,-0.24,30.28,96724.65
620756,-0.08,-0.06,-1.02,0.06,-0.14,0.03,30.28,96724.02
620796,-0.08,-0.06,-1.02,-0.08,0.06,0.08,30.28,96722.36
620832,-0.08,-0.06,-1.02,0.15,0.11,-0.19,30.28,96722.36
620871,-0.08,-0.05,-1.02,0.18,0.08,0.05,30.28,96724.35
620909,-0.08,-0.06,-1.02,0.09,0.15,0.1,30.28,96724.35
620945,-0.08,-0.06,-1.02,0.3,0.03,-0.29,30.28,96721.96
620980,-0.08,-0.05,-1.02,0.22,0.14,-0.13,30.28,96721.96
621019,-0.08,-0.06,-1.02,0.03,0.15,-0.16,30.28,96723.16
621057,-0.08,-0.05,-1.02,0.16,-0.03,-0.19,30.28,96723.16
621096,-0.08,-0.06,-1.02,0.18,0.12,0.08,30.28,96725.64
621133,-0.08,-0.05,-1.02,0.32,0.18,-0.06,30.28,96724.16
621171,-0.08,-0.06,-1.02,0.33,-0.01,-0.18,30.28,96724.16
621208,-0.08,-0.05,-1.02,0.36,0.23,-0.27,30.27,96721.27
621244,-0.08,-0.06,-1.02,0.22,0.2,-0.23,30.27,96721.27
621281,-0.09,-0.06,-1.02,0.35,0.25,-0.06,30.28,96721.96
621320,-0.09,-0.06,-1.02,0.5,0.18,-0.16,30.28,96721.96
621357,-0.08,-0.06,-1.02,0.28,0.17,-0.26,30.28,96722.82
621392,-0.08,-0.05,-1.01,0.22,0.02,0.19,30.28,96721.86
621434,-0.08,-0.06,-1.03,0.09,0.03,-0.21,30.28,96721.86
621471,-0.08,-0.06,-1.02,0.16,0.06,-0.06,30.28,96719.83
621508,-0.08,-0.05,-1.02,-0.08,-0.01,-0.06,30.28,96719.83
621546,-0.08,-0.05,-1.02,0.1,-0.03,-0.07,30.28,96722.69
621584,-0.08,-0.05,-1.02,0.24,0.15,-0.07,30.28,96723.35
621621,-0.08,-0.06,-1.02,0.19,-0.24,-0.19,30.28,96722.99
621658,-0.08,-0.06,-1.02,0.35,0.2,-0.18,30.28,96723.86
621694,-0.08,-0.06,-1.02,0.07,-0.03,0.08,30.28,96723.86
621735,-0.08,-0.06,-1.02,0.19,0.26,0.03,30.28,96721.16
621772,-0.08,-0.06,-1.02,0.1,0.26,0.03,30.28,96721.16
621811,-0.08,-0.06,-1.01,0.22,0,0.02,30.28,96721.33
621847,-0.08,-0.06,-1.02,0.15,-0.11,-0.15,30.28,96722.32
621883,-0.08,-0.06,-1.02,0.5,0.28,-0.03,30.28,96722.32
621921,-0.09,-0.06,-1.02,0.03,0.21,-0.04,30.28,96719.5
621959,-0.08,-0.05,-1.02,0.28,-0.03,-0.04,30.28,96719.5
621996,-0.08,-0.06,-1.02,0.01,-0.04,-0.01,30.28,96720.53
622031,-0.08,-0.06,-1.02,0.44,-0.01,-0.01,30.28,96720.53
622073,-0.08,-0.06,-1.01,0.1,0.11,-0.03,30.28,96723.49
622111,-0.09,-0.05,-1.02,0.21,0,0.02,30.28,96720.03
622147,-0.08,-0.05,-1.02,0.16,0,0.02,30.28,96720.03
622183,-0.08,-0.05,-1.03,0.12,0.15,-0.18,30.28,96721
622222,-0.08,-0.05,-1.02,0.16,0.09,-0.36,30.28,96721
622260,-0.08,-0.05,-1.02,0.25,-0.24,-0.06,30.28,96721.86
622296,-0.08,-0.06,-1.02,0.09,0.09,-0.01,30.28,96721.86
622331,-0.08,-0.06,-1.02,0.06,0.26,-0.3,30.28,96721.53
622374,-0.08,-0.06,-1.01,-0.08,0.05,0.05,30.28,96721.53
622411,-0.08,-0.05,-1.02,0.28,-0.09,0.02,30.28,96721.53
622447,-0.08,-0.06,-1.01,0.06,-0.14,0.02,30.28,96720.86
622484,-0.08,-0.05,-1.02,0.24,0,-0.01,30.28,96720.86
622522,-0.08,-0.06,-1.02,-0.04,-0.15,-0.16,30.28,96720.66
622559,-0.08,-0.05,-1.02,0.33,-0.04,-0.01,30.28,96720.66
622595,-0.08,-0.05,-1.02,0.39,0.17,0.02,30.28,96721.2
622631,-0.08,-0.06,-1.02,0.24,0.06,-0.27,30.28,96722.03
622670,-0.08,-0.06,-1.02,-0.01,-0.15,0.13,30.28,96721.33
622710,-0.09,-0.05,-1.02,0.25,0.02,-0.18,30.28,96723.69
622748,-0.08,-0.06,-1.02,0.41,0.06,0.1,30.28,96723.69
622786,-0.08,-0.06,-1.02,0.41,0.17,-0.01,30.28,96722.36
622823,-0.08,-0.06,-1.02,0.27,0.03,0.14,30.28,96722.36
622860,-0.08,-0.06,-1.02,0.44,0.14,-0.24,30.28,96723.52
622898,-0.08,-0.05,-1.02,0.12,-0.09,-0.09,30.28,96722.69
622935,-0.08,-0.05,-1.02,0.03,0.14,-0.16,30.28,96722.69
622971,-0.08,-0.05,-1.02,0.16,0.38,-0.03,30.29,96719.24
623013,-0.08,-0.06,-1.02,0.01,0.02,0.02,30.29,96719.24
623050,-0.08,-0.06,-1.02,0.16,-0.12,0.1,30.29,96721.39
623086,-0.08,-0.05,-1.02,0.01,-0.01,-0.07,30.29,96721.39
623123,-0.08,-0.05,-1.02,0.13,0.14,-0.04,30.28,96720.86
623162,-0.08,-0.05,-1.02,0.18,0.08,0.07,30.28,96723.35
623199,-0.08,-0.06,-1.02,0.09,0.2,0,30.28,96723.35
623234,-0.08,-0.06,-1.01,-0.04,-0.04,-0.03,30.28,96722.03
623271,-0.08,-0.05,-1.01,0.27,0.09,0.03,30.28,96722.03
623309,-0.08,-0.05,-1.02,0.12,0.11,0.03,30.29,96722.42
623350,-0.08,-0.06,-1.02,0.32,-0.12,0.22,30.29,96722.42
623386,-0.09,-0.06,-1.02,0.28,-0.03,0.1,30.28,96725.35
623424,-0.08,-0.06,-1.02,0.07,0.18,-0.16,30.29,96722.75
623462,-0.08,-0.06,-1.02,0.06,0.14,-0.13,30.29,96722.75
623499,-0.09,-0.06,-1.02,-0.01,-0.06,-0.09,30.29,96724.25
623540,-0.09,-0.05,-1.02,-0.02,0.25,-0.06,30.29,96724.25
623579,-0.09,-0.06,-1.02,-0.01,-0.2,-0.16,30.29,96724.22
623618,-0.08,-0.06,-1.01,0.18,0.06,-0.13,30.28,96721.53
623657,-0.08,-0.05,-1.02,0.22,-0.04,-0.03,30.28,96721.53
623695,-0.08,-0.05,-1.02,-0.05,-0.03,-0.09,30.29,96721.57
623734,-0.08,-0.06,-1.01,0.15,0.02,0.02,30.29,96721.57
623771,-0.08,-0.06,-1.02,0.12,0.18,0.29,30.29,96724.22
623806,-0.08,-0.05,-1.01,0.07,-0.15,0.05,30.29,96724.22
623844,-0.08,-0.05,-1.02,0.18,0.12,-0.09,30.29,96724.55
623882,-0.08,-0.05,-1.02,0.01,-0.14,-0.26,30.29,96722.92
623919,-0.08,-0.06,-1.02,0.21,0.17,0.07,30.29,96722.92
623954,-0.08,-0.05,-1.02,0.53,0.08,0.05,30.29,96722.1
623997,-0.08,-0.05,-1.02,0.18,0.2,0.05,30.29,96722.1
624034,-0.08,-0.06,-1.02,-0.2,0.03,-0.15,30.29,96722.56
624071,-0.08,-0.05,-1.02,-0.04,0.03,-0.01,30.29,96722.56
624109,-0.08,-0.05,-1.02,0.04,-0.12,-0.06,30.29,96723.75
624147,-0.08,-0.06,-1.02,0.24,0.02,0.1,30.29,96722.78
624184,-0.08,-0.06,-1.02,0.27,0.2,-0.03,30.29,96722.78
624221,-0.08,-0.05,-1.02,0.07,0.05,-0.04,30.29,96722.42
624258,-0.08,-0.06,-1.01,0.18,0.03,0.03,30.29,96722.42
624294,-0.08,-0.06,-1.02,0.28,0.05,-0.12,30.29,96723.72
624335,-0.08,-0.06,-1.02,0.03,0.09,-0.27,30.29,96723.72
624373,-0.08,-0.06,-1.02,0.04,0.2,-0.36,30.29,96722.72
624410,-0.08,-0.06,-1.02,0.07,-0.3,0,30.29,96723.39
624446,-0.08,-0.05,-1.02,0.15,0.23,-0.09,30.29,96723.39
624483,-0.08,-0.05,-1.02,0.07,0.12,-0.03,30.29,96722.23
624522,-0.08,-0.05,-1.02,0.22,0.14,-0.21,30.29,96722.23
624560,-0.08,-0.05,-1.02,0.16,-0.27,-0.15,30.29,96723.12
624613,-0.09,-0.05,-1.02,0.15,-0.06,0.1,30.28,96722.86
624656,-0.08,-0.06,-1.02,-0.01,-0.01,0,30.28,96722.86
624695,-0.08,-0.06,-1.02,0.41,-0.01,0,30.29,96724.22
624730,-0.08,-0.05,-1.02,0.18,-0.11,-0.04,30.29,96724.72
624765,-0.08,-0.05,-1.02,0.57,-0.08,0.14,30.28,96724.36
624805,-0.09,-0.06,-1.01,0.21,0.08,-0.21,30.29,96726.25
624844,-0.08,-0.05,-1.02,0.15,0.17,-0.18,30.29,96726.25
624879,-0.08,-0.05,-1.02,0.32,0.05,-0.18,30.29,96724.05
624915,-0.08,-0.06,-1.02,0.24,-0.15,-0.18,30.29,96724.05
624954,-0.08,-0.06,-1.02,0.27,-0.03,0.03,30.29,96725.58
624996,-0.08,-0.05,-1.02,0.35,0.06,-0.07,30.29,96724.61
625032,-0.08,-0.06,-1.02,0.28,0.02,-0.12,30.29,96724.61
625069,-0.08,-0.06,-1.02,0.09,-0.01,-0.06,30.29,96724.22
625106,-0.08,-0.06,-1.02,0.03,0.26,-0.12,30.29,96724.22
625143,-0.08,-0.05,-1.02,0.32,0.25,0.14,30.29,96725.91
625179,-0.08,-0.06,-1.02,0.15,-0.01,-0.01,30.29,96725.91
625216,-0.08,-0.05,-1.03,0.09,0.03,-0.04,30.29,96724.55
625255,-0.08,-0.06,-1.02,0.1,-0.11,-0.35,30.29,96724.08
625295,-0.08,-0.06,-1.02,0.25,-0.09,0.14,30.29,96724.08
625333,-0.08,-0.05,-1.02,0.28,-0.14,-0.03,30.29,96723.75
625371,-0.08,-0.06,-1.01,0.22,-0.03,0.07,30.29,96723.75
625408,-0.08,-0.05,-1.02,0.28,0.08,0.14,30.29,96724.75
625444,-0.08,-0.05,-1.02,0.44,0.08,-0.45,30.29,96724.75
625482,-0.08,-0.05,-1.02,0.07,-0.03,-0.01,30.29,96722.92
625519,-0.08,-0.06,-1.02,0.35,-0.01,-0.01,30.3,96723.99
625557,-0.08,-0.05,-1.01,0.24,-0.03,-0.06,30.3,96723.99
625594,-0.08,-0.05,-1.02,0.39,0.26,-0.06,30.29,96723.92
625636,-0.08,-0.06,-1.02,0.09,0.02,-0.21,30.29,96723.92
625672,-0.08,-0.05,-1.02,0.53,0.17,-0.09,30.29,96723.25
625709,-0.09,-0.06,-1.02,0.33,0.06,0.17,30.29,96723.25
625746,-0.08,-0.05,-1.02,0.32,0.03,-0.23,30.29,96722.82
625783,-0.08,-0.06,-1.02,0.09,-0.26,-0.04,30.29,96722.63
625819,-0.08,-0.05,-1.02,-0.08,0.08,-0.16,30.29,96722.63
625856,-0.08,-0.06,-1.02,0.07,0.08,-0.03,30.29,96722.32
625895,-0.08,-0.06,-1.02,0.07,0.25,-0.12,30.29,96722.32
625936,-0.08,-0.05,-1.02,0.03,0.23,-0.16,30.29,96724.49
625972,-0.08,-0.05,-1.02,0.3,0.06,0.11,30.29,96724.49
626010,-0.08,-0.06,-1.02,0.44,0.21,-0.12,30.29,96724.45
626048,-0.08,-0.06,-1.02,0.1,0.23,0.02,30.3,96725.64
626083,-0.08,-0.05,-1.02,0.04,0.05,0.02,30.3,96725.64
626119,-0.08,-0.05,-1.02,0.03,0.21,0,30.29,96723.82
626158,-0.08,-0.05,-1.02,0.24,-0.09,0.08,30.29,96723.82
626196,-0.08,-0.05,-1.02,0.24,0.18,0.14,30.29,96724.97
626232,-0.08,-0.06,-1.02,-0.08,0.12,-0.23,30.29,96724.97
626273,-0.09,-0.06,-1.02,0.06,0.21,-0.13,30.29,96723.75
626311,-0.08,-0.06,-1.02,0.13,0.11,-0.07,30.29,96725.44
626348,-0.08,-0.06,-1.02,0.07,0.05,-0.21,30.29,96725.44
626383,-0.08,-0.06,-1.02,0.24,-0.04,0.07,30.29,96723.25
626420,-0.08,-0.06,-1.02,0.12,0.14,-0.24,30.29,96723.25
626458,-0.09,-0.06,-1.01,-0.1,0.11,-0.07,30.29,96723.32
626495,-0.08,-0.06,-1.03,0.03,0.15,0.05,30.29,96723.32
626531,-0.08,-0.06,-1.02,0.01,-0.14,0.02,30.29,96725.91
626574,-0.08,-0.06,-1.02,0.04,-0.26,-0.01,30.3,96728.33
626611,-0.08,-0.06,-1.02,0.33,0.11,0.31,30.3,96728.33
626648,-0.08,-0.06,-1.01,0.18,-0.23,0.19,30.3,96724.98
626685,-0.09,-0.06,-1.02,-0.05,0.03,0.11,30.3,96724.98
626723,-0.08,-0.05,-1.02,0.36,0.21,0.19,30.29,96723.95
626760,-0.08,-0.06,-1.01,0.24,0.2,-0.13,30.29,96723.95
626797,-0.08,-0.05,-1.02,0.12,0.23,-0.03,30.29,96726.31
626834,-0.08,-0.06,-1.02,-0.04,-0.09,-0.09,30.29,96726.47
626871,-0.08,-0.05,-1.02,-0.07,0,-0.12,30.29,96726.47
626912,-0.08,-0.06,-1.01,0.18,0.06,-0.29,30.29,96725.47
626950,-0.08,-0.05,-1.02,0.01,-0.04,-0.1,30.29,96725.47
626987,-0.08,-0.06,-1.02,0.24,0.14,0.02,30.29,96724.32
627022,-0.08,-0.05,-1.02,0.24,-0.2,-0.13,30.29,96724.32
627059,-0.08,-0.06,-1.02,0.33,0.02,-0.18,30.3,96724.49
627098,-0.08,-0.05,-1.02,0.19,-0.04,0.05,30.29,96726.14
627135,-0.08,-0.06,-1.02,0.25,-0.2,-0.03,30.29,96726.14
627171,-0.08,-0.05,-1.02,0.21,0.05,-0.07,30.29,96725.32
627213,-0.08,-0.05,-1.02,-0.01,-0.06,0.03,30.29,96725.32
627251,-0.08,-0.06,-1.02,0.44,-0.03,-0.06,30.29,96724.32
627287,-0.08,-0.06,-1.02,0.19,0.15,-0.04,30.29,96722.99
627322,-0.08,-0.05,-1.02,0.25,0.14,-0.04,30.3,96723.32
627360,-0.09,-0.06,-1.02,0.09,-0.04,0.11,30.3,96723.05
627399,-0.08,-0.05,-1.02,0.24,0.18,0.05,30.3,96723.05
627435,-0.08,-0.06,-1.02,0.24,0.29,0.03,30.29,96725.47
627470,-0.08,-0.06,-1.02,0.09,-0.17,0.02,30.29,96725.47
627509,-0.08,-0.06,-1.02,0.04,0.25,-0.07,30.29,96724.49
627551,-0.08,-0.05,-1.02,0.15,-0.09,-0.09,30.3,96723.85
627587,-0.08,-0.05,-1.01,0.28,-0.24,-0.07,30.3,96723.85
627623,-0.09,-0.05,-1.02,0.28,-0.08,-0.16,30.3,96724.65
627661,-0.08,-0.06,-1.02,0.01,0.12,-0.09,30.3,96724.65
627700,-0.08,-0.05,-1.02,0.24,-0.04,-0.19,30.3,96726.47
627741,-0.08,-0.06,-1.02,-0.1,0.11,-0.3,30.3,96726.47
627779,-0.08,-0.06,-1.02,-0.01,-0.08,-0.06,30.3,96725.67
627816,-0.08,-0.06,-1.03,0.13,0.03,-0.07,30.3,96725.67
627869,-0.08,-0.06,-1.02,0.3,0.09,-0.1,30.3,96725.67
627908,-0.08,-0.06,-1.02,0.27,0.09,-0.15,30.3,96721.53
627945,-0.08,-0.05,-1.01,0.27,-0.08,-0.1,30.3,96723.02
627981,-0.08,-0.06,-1.02,0.33,0.02,0.03,30.3,96723.02
628019,-0.08,-0.06,-1.02,0.1,-0.17,-0.1,30.3,96725.05
628059,-0.08,-0.06,-1.02,0.18,0,-0.03,30.3,96725.05
628096,-0.08,-0.05,-1.02,0.32,0.15,-0.01,30.3,96725.85
628131,-0.08,-0.06,-1.02,0.06,-0.12,0,30.3,96725.85
628168,-0.08,-0.06,-1.02,0.12,0.03,-0.06,30.3,96722.52
628210,-0.08,-0.05,-1.02,0.28,0.15,0.05,30.3,96725.38
628247,-0.08,-0.06,-1.02,0.48,-0.17,-0.04,30.3,96725.38
628285,-0.09,-0.06,-1.02,0.22,-0.17,0.03,30.3,96723.99
628322,-0.08,-0.05,-1.02,0.42,0.18,0.05,30.3,96723.99
628359,-0.08,-0.06,-1.01,0.3,-0.01,0.1,30.3,96726.35
628396,-0.08,-0.06,-1.01,0.44,0.03,-0.03,30.3,96726.35
628432,-0.08,-0.06,-1.02,-0.04,-0.06,-0.12,30.3,96723.71
628469,-0.09,-0.06,-1.02,0.28,-0.2,0.05,30.3,96724.18
628510,-0.08,-0.06,-1.02,0.15,0.15,-0.13,30.3,96724.18
628549,-0.08,-0.06,-1.01,0.12,-0.01,-0.15,30.3,96724.02
628586,-0.08,-0.05,-1.02,0.21,-0.08,-0.06,30.3,96724.02
628621,-0.08,-0.06,-1.02,0.24,0.02,0.03,30.3,96720.33
628659,-0.09,-0.06,-1.02,0.28,0.12,-0.09,30.3,96720.33
628697,-0.08,-0.06,-1.02,0.59,0.26,0.2,30.29,96722.66
628734,-0.08,-0.05,-1.02,0.16,0.18,-0.23,30.3,96723.69
628788,-0.08,-0.05,-1.02,0.24,-0.11,-0.03,30.3,96723.69
628826,-0.08,-0.06,-1.02,-0.17,-0.26,0.08,30.29,96721.99
628870,-0.09,-0.05,-1.02,0.21,0.06,-0.1,30.3,96725.21
628905,-0.08,-0.05,-1.02,0.32,-0.01,-0.07,30.3,96725.21
628941,-0.08,-0.06,-1.03,0.18,0.14,0.03,30.3,96723.35
628980,-0.08,-0.05,-1.02,0.01,0.17,-0.03,30.3,96723.35
629019,-0.08,-0.05,-1.02,-0.13,0.11,0.03,30.29,96719.63
629055,-0.09,-0.06,-1.01,0.21,0.11,-0.07,30.29,96719.63
629091,-0.08,-0.05,-1.01,0.24,-0.03,-0.01,30.3,96723.35
629129,-0.08,-0.05,-1.02,0.28,0.08,-0.13,30.3,96725.75
629171,-0.08,-0.05,-1.02,0.16,-0.2,-0.06,30.3,96725.75
